13:38:52,25.0,25.75,24.5,25.25,25.25,26.25
13:38:52,24.75,25.75,24.5,25.25,25.25,26.25
13:38:52,24.75,25.75,24.5,25.25,25.25,26.25
13:38:52,24.75,25.75,24.5,25.25,25.25,26.25
13:38:52,24.75,25.75,24.5,25.25,25.25,26.25
13:38:52,24.75,26.0,24.5,25.25,25.25,26.25
13:38:52,25.0,26.0,24.5,25.25,25.25,26.25
13:38:52,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,24.75,26.0,24.5,25.25,25.25,26.25
13:38:53,24.75,26.0,24.5,25.25,25.25,26.25
13:38:53,24.75,26.0,24.5,25.25,25.25,26.25
13:38:53,24.75,25.75,24.5,25.25,25.25,26.25
13:38:53,24.75,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,25.75,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
13:38:53,25.0,26.0,24.5,25.25,25.25,26.25
