09:19:44,25.0,26.5,25.0,26.0,25.75,26.25,26.5,25.5,25.5,26.0,25.5,26.5,26.0,25.75,26.5,26.0
09:19:51,25.0,26.5,25.0,26.0,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:19:51,25.25,26.5,25.0,26.0,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,26.0,25.75,26.5,26.25
09:19:52,25.25,26.75,25.0,26.0,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:19:53,25.25,26.75,25.25,26.0,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.25,25.75,25.75,26.5,26.25
09:19:54,25.25,26.75,25.25,26.0,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.25,25.75,26.0,26.5,26.25
09:19:55,25.25,26.5,25.0,26.5,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:19:56,25.25,26.75,25.0,27.25,25.75,26.0,26.75,25.75,25.5,26.0,25.5,26.5,25.75,26.0,26.5,26.25
09:19:57,25.25,26.5,25.0,28.0,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:19:58,25.25,26.75,25.25,28.5,26.0,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:19:59,25.25,26.75,25.25,29.0,25.75,26.25,26.75,25.5,25.25,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:20:00,25.25,26.5,25.25,29.25,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:20:01,25.25,26.5,25.0,29.5,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,26.0,26.5,26.0
09:20:02,25.25,26.5,25.25,29.75,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,26.0,26.5,26.0
09:20:03,25.25,26.5,25.0,30.0,25.75,26.25,26.75,25.75,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:20:04,25.25,26.5,25.0,30.0,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,25.75,26.0,26.5,26.25
09:20:05,25.25,26.5,25.25,29.75,25.75,26.0,26.75,25.5,25.5,26.0,25.5,26.5,26.0,26.0,26.5,26.25
09:20:06,25.25,26.5,25.0,29.75,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:20:07,25.25,26.5,25.25,29.5,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,26.0,26.5,26.25
09:20:07,25.25,26.5,25.0,29.5,25.75,26.25,26.75,25.75,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:20:08,25.25,26.5,25.0,29.25,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.0
09:20:09,25.0,26.25,25.0,29.25,25.75,26.25,26.75,25.75,25.5,26.0,25.5,26.25,25.75,25.75,26.5,26.0
09:20:10,25.25,26.5,25.25,29.5,25.75,26.25,26.75,25.5,25.5,26.0,25.5,26.5,25.75,25.75,26.5,26.25
09:47:21,23.75,24.5,23.75,24.75,25.25,25.25,25.5,24.75,24.5,24.75,24.25,25.25,24.75,25.0,25.25,25.5
09:47:21,24.0,24.75,24.0,24.75,25.25,25.25,25.5,24.75,24.5,25.0,24.5,25.5,24.75,25.25,25.25,25.5
09:47:22,24.0,24.75,23.75,24.75,25.25,25.5,25.5,24.75,24.5,24.75,24.5,25.25,24.75,25.25,25.25,25.5
09:47:23,24.0,24.75,24.0,24.75,25.25,25.25,25.5,24.75,24.25,24.75,24.25,25.25,24.75,25.25,25.25,25.5
